date,partner,imports,exports,total
2024-07,Peru,433059099,93436575,526495674
2024-07,Thailand,426401955,77672885,504074840
2024-07,Australia,234431357,227339767,461771124
2024-07,Spain,308831160,131112374,439943534
2024-08,United States of America,32482773755,47282975287,79765749042
2024-08,China,8555159761,2446745106,11001904867
2024-08,Mexico,3807212776,732874790,4540087566
2024-08,United Kingdom,818210993,3139432217,3957643210
2024-08,Japan,1825309280,1128215648,2953524928
2024-08,Germany,1918017820,516273117,2434290937
2024-08,"Korea, South",1371682019,618424999,1990107018
2024-08,Viet Nam,1340678476,120882394,1461560870
2024-08,Brazil,1038717718,231341856,1270059574
2024-08,Switzerland,739026801,528497587,1267524388
2024-08,Italy,1036098431,171070242,1207168673
2024-08,Netherlands,507343577,656936096,1164279673
2024-08,France,801864407,329626953,1131491360
2024-08,India,635165418,311771324,946936742
2024-08,Taiwan,616391984,188603177,804995161
2024-08,Belgium,332067581,379649933,711717514
2024-08,Australia,303618204,374677360,678295564
2024-08,Thailand,499977214,109742966,609720180
2024-08,Peru,492225104,105867900,598093004
2024-08,Spain,389546011,147447448,536993459
2024-09,United States of America,31262705311,49449123511,80711828822
2024-09,China,8152365653,2595807597,10748173250
2024-09,Mexico,3909051872,640922792,4549974664
2024-09,Japan,1971936769,1367865875,3339802644
2024-09,United Kingdom,764660648,2361558734,3126219382
2024-09,Germany,1898616899,675608189,2574225088
2024-09,"Korea, South",1512461609,547549500,2060011109
2024-09,Viet Nam,1409649775,52646148,1462295923
2024-09,Switzerland,976788132,365369673,1342157805
2024-09,India,680844636,499851608,1180696244
2024-09,France,755339388,392114249,1147453637
2024-09,Italy,980922438,166454755,1147377193
2024-09,Brazil,903077107,210814482,1113891589
2024-09,Netherlands,495090967,607821606,1102912573
2024-09,Taiwan,592741625,191460707,784202332
2024-09,Belgium,278470546,284960069,563430615
2024-09,Thailand,467123642,72925739,540049381
2024-09,Peru,490495197,37840320,528335517
2024-09,Australia,238125564,279606879,517732443
2024-09,Spain,261554109,148225376,409779485
2024-10,United States of America,32517587597,50494671555,83012259152
2024-10,China,8558194571,3066184267,11624378838
2024-10,Mexico,4109077649,776451686,4885529335
2024-10,United Kingdom,725837301,3002477440,3728314741
2024-10,Japan,1671136625,1225216019,2896352644
2024-10,Germany,2052294186,639004148,2691298334
2024-10,"Korea, South",1438420695,645763661,2084184356
2024-10,Italy,1044860141,492276266,1537136407
2024-10,Viet Nam,1406460469,129268370,1535728839
2024-10,France,806943414,554153561,1361096975
2024-10,India,766712188,559697003,1326409191
2024-10,Switzerland,959469575,365762177,1325231752
2024-10,Brazil,852423580,174931292,1027354872
2024-10,Belgium,658143039,367297994,1025441033
2024-10,Netherlands,308944289,637979665,946923954
2024-10,Taiwan,655944067,136348391,792292458
2024-10,Peru,612979398,176293879,789273277
2024-10,Spain,318115656,342667272,660782928
2024-10,Thailand,492882356,99758270,592640626
2024-10,Australia,333077810,256556888,589634698
2024-11,United States of America,32123795017,49760400625,81884195642
2024-11,China,7187522923,2746814319,9934337242
2024-11,Mexico,4042823760,739170116,4781993876
2024-11,United Kingdom,1268825872,2888674518,4157500390
2024-11,Japan,1558538721,1161619362,2720158083
2024-11,Germany,1740755420,503801998,2244557418
2024-11,"Korea, South",1268400775,584378130,1852778905
2024-11,Italy,986811359,379597150,1366408509
2024-11,Switzerland,892013085,456979764,1348992849
2024-11,Viet Nam,1246946611,71622474,1318569085
2024-11,Brazil,1141034769,161974859,1303009628
2024-11,India,705040655,454225843,1159266498
2024-11,France,652042035,411531820,1063573855
2024-11,Netherlands,320531274,537803308,858334582
2024-11,Taiwan,580895240,194647808,775543048
2024-11,Peru,546272940,167537722,713810662
2024-11,Belgium,360460604,276152013,636612617
2024-11,Australia,269776268,274988249,544764517
2024-11,Thailand,432303183,82033973,514337156
2024-11,Spain,316599023,174462940,491061963
2024-12,United States of America,28620560057,52914583300,81535143357
2024-12,China,7133804743,2543443768,9677248511
2024-12,Mexico,3850201099,667745563,4517946662
2024-12,United Kingdom,758087030,2481986024,3240073054
2024-12,Japan,1773072504,1399713886,3172786390
2024-12,Germany,1955067365,767943714,2723011079
2024-12,"Korea, South",1359061638,669051026,2028112664
2024-12,Italy,1131523519,410397915,1541921434
2024-12,Viet Nam,1293668812,97531817,1391200629
2024-12,France,917290918,375514241,1292805159
2024-12,Switzerland,581246991,573195584,1154442575
2024-12,India,659261041,430546262,1089807303
2024-12,Brazil,850287075,167034158,1017321233
2024-12,Peru,721033817,171461134,892494951
2024-12,Netherlands,284634607,595322483,879957090
2024-12,Taiwan,616806544,194585615,811392159
2024-12,Belgium,444230974,331833363,776064337
2024-12,Australia,401923181,312533642,714456823
2024-12,Spain,374426245,201833113,576259358
2024-12,Thailand,465980313,79408200,545388513
2025-01,United States of America,30444400129,58464934319,88909334448
2025-01,China,7587372802,2674216349,10261589151
2025-01,Mexico,3657580074,689891263,4347471337
2025-01,United Kingdom,677069894,2402084893,3079154787
2025-01,Japan,1729077567,1282237353,3011314920
2025-01,Germany,1612962668,687327977,2300290645
2025-01,"Korea, South",1645719269,474304481,2120023750
2025-01,Viet Nam,1325607852,91334890,1416942742
2025-01,Brazil,1137643106,183790250,1321433356
2025-01,Italy,1001690219,310327007,1312017226
2025-01,France,774014766,389070784,1163085550
2025-01,India,763040393,219719572,982759965
2025-01,Netherlands,312594999,656783456,969378455
2025-01,Peru,701674139,183336456,885010595
2025-01,Taiwan,661677012,169144455,830821467
2025-01,Switzerland,550473370,91925906,642399276
2025-01,Belgium,236929046,327884580,564813626
2025-01,Spain,333585813,227311996,560897809
2025-01,Thailand,446890447,94747119,541637566
2025-01,Australia,248570991,245093768,493664759
2025-02,United States of America,32177856062,52326839153,84504695215
2025-02,China,6326607162,2399899859,8726507021
2025-02,Mexico,3856222358,717438994,4573661352
2025-02,Japan,1597006873,1146448903,2743455776
2025-02,United Kingdom,733240724,1730228495,2463469219
2025-02,Germany,1787501407,458843155,2246344562
2025-02,"Korea, South",1204213252,558414695,1762627947
2025-02,Viet Nam,1150909561,38275325,1189184886
2025-02,France,768940990,311471994,1080412984
2025-02,Italy,867684363,203035992,1070720355
2025-02,India,712536593,279042491,991579084
2025-02,Brazil,777335242,208551114,985886356
2025-02,Netherlands,232365881,582462788,814828669
2025-02,Taiwan,579576524,136461164,716037688
2025-02,Belgium,279037259,338574220,617611479
2025-02,Peru,520560850,95897826,616458676
2025-02,Switzerland,543780389,51030987,594811376
2025-02,Thailand,381300805,100347589,481648394
2025-02,Australia,258396537,205314451,463710988
2025-02,Spain,220254293,213846027,434100320
2025-03,United States of America,36793681437,53738358387,90532039824
2025-03,China,7658795183,3032078161,10690873344
2025-03,Mexico,4709839676,831420651,5541260327
2025-03,United Kingdom,962072395,3381976719,4344049114
2025-03,Japan,2046514646,1400126810,3446641456
2025-03,Germany,2183882577,692518557,2876401134
2025-03,"Korea, South",1414712408,768397969,2183110377
2025-03,Viet Nam,1507231040,108875778,1616106818
2025-03,France,929140630,458808753,1387949383
2025-03,Netherlands,438189167,945558484,1383747651
2025-03,Italy,1136098518,246675017,1382773535
2025-03,India,857763468,278554911,1136318379
2025-03,Brazil,904837691,211996830,1116834521
2025-03,Taiwan,687149442,206007344,893156786
2025-03,Peru,523309955,203080502,726390457
2025-03,Belgium,351629853,345759013,697388866
2025-03,Thailand,587149527,84141633,671291160
2025-03,Spain,421981010,196760179,618741189
2025-03,Australia,250620583,354319209,604939792
2025-03,Switzerland,506981030,50060439,557041469
2025-04,United States of America,28546078790,43037259574,71583338364
2025-04,China,7614648300,2772550135,10387198435
2025-04,Mexico,4423356328,745024603,5168380931
2025-04,United Kingdom,951755558,3682626128,4634381686
2025-04,Germany,2440690542,742818529,3183509071
2025-04,Japan,1743693402,1229394843,2973088245
2025-04,"Korea, South",1588526866,595524553,2184051419
2025-04,Switzerland,1571966073,157731444,1729697517
2025-04,Viet Nam,1334051451,97040823,1431092274
2025-04,Brazil,1053887961,327845739,1381733700
2025-04,Italy,1113562999,230308232,1343871231
2025-04,Netherlands,408721335,850154631,1258875966
2025-04,France,847723911,357365456,1205089367
2025-04,India,821198306,300050976,1121249282
2025-04,Taiwan,687698036,154744195,842442231
2025-04,Peru,572859732,192256926,765116658
2025-04,Belgium,383600291,280229222,663829513
2025-04,Spain,426968317,218940190,645908507
2025-04,Thailand,531070305,92678211,623748516
2025-04,Australia,342142132,253678421,595820553
2025-05,United States of America,29905971865,43609338718,73515310583
2025-05,China,8480705395,2316798432,10797503827
2025-05,United Kingdom,899979029,5223748328,6123727357
2025-05,Mexico,4370931767,679040788,5049972555
2025-05,Japan,1622345348,1296181005,2918526353
2025-05,Germany,1935278353,673921905,2609200258
2025-05,"Korea, South",1720373437,604519768,2324893205
2025-05,Viet Nam,1735075517,170594315,1905669832
2025-05,Switzerland,1593022182,242857341,1835879523
2025-05,Italy,1179406216,400629613,1580035829
2025-05,Netherlands,511919439,786587880,1298507319
2025-05,India,945123645,347524296,1292647941
2025-05,France,820798066,302688296,1123486362
2025-05,Brazil,781726797,298290805,1080017602
2025-05,Taiwan,739343185,164233001,903576186
2025-05,Belgium,409406627,349485760,758892387
2025-05,Thailand,590887250,116931528,707818778
2025-05,Spain,375280424,259872362,635152786
2025-05,Australia,313623415,321310354,634933769
2025-05,Peru,512635743,91628419,604264162
2025-06,United States of America,31226605124,42899458398,74126063522
2025-06,China,7976281170,2788093938,10764375108
2025-06,Mexico,4679282097,701842150,5381124247
2025-06,United Kingdom,900095685,4173433096,5073528781
2025-06,Japan,1810454130,1096350707,2906804837
2025-06,Germany,2025606663,679951864,2705558527
2025-06,"Korea, South",1644855164,650801588,2295656752
2025-06,Viet Nam,1584368972,132026090,1716395062
2025-06,Italy,1188238194,320628023,1508866217
2025-06,Brazil,926261510,311514327,1237775837
2025-06,Netherlands,433418173,775250923,1208669096
2025-06,France,783991931,364093597,1148085528
2025-06,India,772552997,250898814,1023451811
2025-06,Spain,532464344,359022713,891487057
2025-06,Taiwan,672921042,143201424,816122466
2025-06,Switzerland,560540646,147410569,707951215
2025-06,Peru,582527883,75080992,657608875
2025-06,Belgium,311390389,321992448,633382837
2025-06,Thailand,522844240,101488061,624332301
2025-06,Australia,208257136,348465476,556722612
2025-07,United States of America,28987074592,46437091160,75424165752
2025-07,China,7877314166,2316442771,10193756937
2025-07,Mexico,4394472663,707552582,5102025245
2025-07,United Kingdom,909428267,3109642375,4019070642
2025-07,Germany,2160178782,961740576,3121919358
2025-07,Japan,1793687322,1224814985,3018502307
2025-07,"Korea, South",1727616227,548530188,2276146415
2025-07,Viet Nam,1869390097,109326524,1978716621
2025-07,Italy,1290736516,234352956,1525089472
2025-07,Brazil,958858114,348460498,1307318612
2025-07,France,855456480,418863938,1274320418
2025-07,India,736817121,266801570,1003618691
2025-07,Netherlands,390771378,535522426,926293804
2025-07,Taiwan,695108106,141519201,836627307
2025-07,Switzerland,625612483,155163636,780776119
2025-07,Peru,513054926,148722456,661777382
2025-07,Belgium,330010090,309319267,639329357
2025-07,Thailand,529843232,84692081,614535313
2025-07,Australia,308524996,218560307,527085303
2025-07,Spain,365665970,136627049,502293019
2025-08,United States of America,29420185804,42504834985,71925020789
2025-08,China,7427099206,2431082470,9858181676
2025-08,Mexico,4267131496,734666615,5001798111
2025-08,United Kingdom,767934944,3216970310,3984905254
2025-08,Japan,1698190552,1066157409,2764347961
2025-08,Germany,2073782245,689343250,2763125495
2025-08,Viet Nam,1746811921,132242760,1879054681
2025-08,"Korea, South",1300947440,509510664,1810458104
2025-08,Switzerland,1514210156,182931317,1697141473
2025-08,Italy,1233699485,361704111,1595403596
2025-08,France,1085332718,389238421,1474571139
2025-08,India,783142665,269397554,1052540219
2025-08,Netherlands,399301668,652191140,1051492808
2025-08,Brazil,691104024,286443059,977547083
2025-08,Belgium,491435647,380593569,872029216
2025-08,Taiwan,604637635,168670074,773307709
2025-08,Peru,637634477,59018452,696652929
2025-08,Australia,358267324,254848485,613115809
2025-08,Thailand,487779285,82701055,570480340
2025-08,Spain,349032854,209843410,558876264
2025-09,United States of America,28812516598,46385677193,75198193791
2025-09,China,7291493699,2601457267,9892950966
2025-09,Mexico,4546009169,798788545,5344797714
2025-09,United Kingdom,799959791,3126089722,3926049513
2025-09,Germany,2175262556,945782034,3121044590
2025-09,Japan,1687182740,1171459511,2858642251
2025-09,"Korea, South",1492503750,546968626,2039472376
2025-09,Viet Nam,1797832320,62559269,1860391589
2025-09,Switzerland,658473738,1014675595,1673149333
2025-09,Italy,1103078916,302849158,1405928074
2025-09,India,783928322,595710454,1379638776
2025-09,Brazil,964254775,259120539,1223375314
2025-09,France,775942828,423482632,1199425460
2025-09,Netherlands,371463657,818364785,1189828442
2025-09,Taiwan,701626228,238678087,940304315
2025-09,Australia,490431396,213407583,703838979
2025-09,Belgium,390688180,307541805,698229985
2025-09,Peru,599934872,84356249,684291121
2025-09,Thailand,513376703,135591747,648968450
2025-09,Spain,399138190,243133068,642271258
2025-10,United States of America,31457229822,46271204286,77728434108
2025-10,China,8073067472,3904637072,11977704544
2025-10,United Kingdom,786059061,5723782096,6509841157
2025-10,Mexico,4794330044,847256048,5641586092
2025-10,Japan,1864819254,1273558992,3138378246
2025-10,Germany,2167547508,612776296,2780323804
2025-10,Viet Nam,1870969919,136846095,2007816014
2025-10,"Korea, South",1293708115,497528321,1791236436
2025-10,Netherlands,323150255,1270006230,1593156485
2025-10,Italy,1195076200,350735095,1545811295
2025-10,France,816610067,642938805,1459548872
2025-10,Brazil,1161510059,237621486,1399131545
2025-10,India,859225298,278230525,1137455823
2025-10,Switzerland,720770803,264513173,985283976
2025-10,Peru,899258750,80369145,979627895
2025-10,Taiwan,688799451,143711421,832510872
2025-10,Australia,421123234,305873743,726996977
2025-10,Spain,426968899,239415577,666384476
2025-10,Thailand,579659252,84847634,664506886
2025-10,Belgium,320241719,273087803,593329522
2025-11,United States of America,27352900278,42311658260,69664558538
2025-11,China,7333488781,3961110962,11294599743
2025-11,United Kingdom,771966347,4646903470,5418869817
2025-11,Mexico,4505982724,775785535,5281768259
2025-11,Germany,2159750715,954479204,3114229919
2025-11,Japan,1809506983,1126151581,2935658564
2025-11,"Korea, South",1390581051,549100349,1939681400
2025-11,Viet Nam,1800890122,119389984,1920280106
2025-11,Italy,1155313543,476111313,1631424856
2025-11,France,1011495509,478709203,1490204712
2025-11,Brazil,1036328261,220729325,1257057586
2025-11,India,850462568,389000544,1239463112
2025-11,Netherlands,331746637,889538231,1221284868
2025-11,Switzerland,833091064,102106541,935197605
2025-11,Peru,728724749,137109109,865833858
2025-11,Taiwan,603054751,176216327,779271078
2025-11,Australia,360585726,292942975,653528701
2025-11,Spain,380632710,255246620,635879330
2025-11,Belgium,349802240,282488852,632291092
2025-11,Thailand,524330525,93465235,617795760
2025-12,United States of America,26542692865,46660719356,73203412221
2025-12,China,6995051139,3225180950,10220232089
2025-12,United Kingdom,784060860,6229407921,7013468781
2025-12,Mexico,5206793010,660691377,5867484387
2025-12,Germany,2389652385,1072924912,3462577297
2025-12,Japan,1666795905,1258557100,2925353005
2025-12,"Korea, South",1471089217,765895322,2236984539
2025-12,Viet Nam,1573299807,123819184,1697118991
2025-12,Italy,1177930391,475365541,1653295932
2025-12,Brazil,1204720347,233488219,1438208566
2025-12,France,744773156,491357342,1236130498
2025-12,India,800825866,405421008,1206246874
2025-12,Peru,949281007,74880746,1024161753
2025-12,Netherlands,249689023,738577316,988266339
2025-12,Taiwan,663026607,146269138,809295745
2025-12,Switzerland,669611038,92919065,762530103
2025-12,Australia,415118773,343588531,758707304
2025-12,Belgium,342464511,358259954,700724465
2025-12,Thailand,535548195,73101481,608649676
2025-12,Spain,345506134,133834518,479340652
2026-01,United States of America,25804085998,41354058302,67158144300
2026-01,China,6858794375,2772065360,9630859735
2026-01,United Kingdom,653018464,5256351980,5909370444
2026-01,Mexico,4364533878,758425654,5122959532
2026-01,Japan,1696997765,988724430,2685722195
2026-01,Germany,1641793728,801076149,2442869877
2026-01,"Korea, South",1468871863,530890560,1999762423
2026-01,Viet Nam,1584882994,99797789,1684680783
2026-01,Brazil,1050625924,314104462,1364730386
2026-01,France,832150278,522172881,1354323159
2026-01,Italy,1060518272,260769978,1321288250
2026-01,Netherlands,239008853,910475974,1149484827
2026-01,Peru,929025552,200489117,1129514669
2026-01,India,790903079,253546537,1044449616
2026-01,Taiwan,692861952,75435737,768297689
2026-01,Switzerland,554082663,126523140,680605803
2026-01,Australia,407175792,241459075,648634867
2026-01,Thailand,500152854,111264012,611416866
2026-01,Spain,361448488,210758715,572207203
2026-01,Belgium,305512500,251345196,556857696
2026-02,United States of America,30520894372,41599517539,72120411911
2026-02,China,6398004947,3262095387,9660100334
2026-02,United Kingdom,851949163,6206401684,7058350847
2026-02,Mexico,4413949962,700822043,5114772005
2026-02,Japan,1682053131,1130754453,2812807584
2026-02,Germany,1984326239,770043330,2754369569
2026-02,"Korea, South",1349996878,543197316,1893194194
2026-02,Viet Nam,1511445759,164671307,1676117066
2026-02,Italy,977464751,441075998,1418540749
2026-02,France,777887891,479778111,1257666002
2026-02,India,740820172,439651409,1180471581
2026-02,Brazil,941398732,174524901,1115923633
2026-02,Switzerland,802918232,175189110,978107342
2026-02,Netherlands,263776218,663494238,927270456
2026-02,Taiwan,648851213,166556106,815407319
2026-02,Peru,630094140,78452100,708546240
2026-02,Spain,362589714,344868958,707458672
2026-02,Australia,433534316,219390363,652924679
2026-02,Thailand,546851643,89433178,636284821
2026-02,Belgium,271236937,267560354,538797291
2026-03,United States of America,34303031030,48500961671,82803992701
2026-03,China,7649188312,3659604682,11308792994
2026-03,United Kingdom,958131782,8382249631,9340381413
2026-03,Mexico,5375396198,845032595,6220428793
2026-03,Germany,2620904124,1192961172,3813865296
2026-03,Japan,2263800908,1217297449,3481098357
2026-03,"Korea, South",1621777447,756630158,2378407605
2026-03,Viet Nam,1799770380,143924486,1943694866
2026-03,Italy,1272765986,319082745,1591848731
2026-03,France,917209907,594941888,1512151795
2026-03,India,906073835,516105261,1422179096
2026-03,Netherlands,397065042,986613278,1383678320
2026-03,Brazil,1044053059,271486933,1315539992
2026-03,Peru,782921834,164574607,947496441
2026-03,Taiwan,716754375,133401886,850156261
2026-03,Switzerland,739703201,58327321,798030522
2026-03,Thailand,568220585,93658314,661878899
2026-03,Belgium,335379382,311061724,646441106
2026-03,Spain,398150321,135328064,533478385
2026-03,Australia,258892303,200238719,459131022
2026-04,United States of America,32934306847,50133510322,83067817169
2026-04,China,6851084030,3735000526,10586084556
2026-04,United Kingdom,837453654,6650304120,7487757774
2026-04,Mexico,5114346449,879731773,5994078222
2026-04,Germany,2436420391,718467441,3154887832
2026-04,Japan,2084744570,1001920682,3086665252
2026-04,"Korea, South",1497573172,827713315,2325286487
2026-04,Viet Nam,1804323619,125976707,1930300326
2026-04,Italy,1269817912,272733655,1542551567
2026-04,India,985384805,421526570,1406911375
2026-04,France,871073482,531166718,1402240200
2026-04,Netherlands,455517009,905572431,1361089440
2026-04,Brazil,837175929,301384712,1138560641
2026-04,Taiwan,713025770,143937015,856962785
2026-04,Peru,728118575,69829916,797948491
2026-04,Thailand,589640262,134321901,723962163
2026-04,Australia,435086988,265614315,700701303
2026-04,Switzerland,585212172,51507699,636719871
2026-04,Belgium,418515362,196162205,614677567
2026-04,Spain,354907845,137387622,492295467
2026-05,United States of America,32532570887,51891178359,84423749246
2026-05,China,7849255060,4063864476,11913119536
2026-05,United Kingdom,876649560,5427214384,6303863944
2026-05,Mexico,4937042066,1102489487,6039531553
2026-05,Germany,2340239878,687196013,3027435891
2026-05,Japan,1849861298,1101368652,2951229950
2026-05,"Korea, South",2038211384,654576019,2692787403
2026-05,Viet Nam,1770341831,172232485,1942574316
2026-05,Netherlands,437373234,1494132453,1931505687
2026-05,Italy,1310405262,423286080,1733691342
2026-05,France,917107244,532852170,1449959414
2026-05,Brazil,980587613,376832028,1357419641
2026-05,India,909451404,327570941,1237022345
2026-05,Switzerland,522480929,408219821,930700750
2026-05,Peru,687929824,174671001,862600825
2026-05,Taiwan,681419100,174243138,855662238
2026-05,Belgium,476496276,248044251,724540527
2026-05,Australia,308665286,387754131,696419417
2026-05,Thailand,565514906,122308591,687823497
2026-05,Spain,334530889,139748165,474279054
